,text,score,PredScore
3590,"Apparently the company uses very thin material for their cans as every can in the case, including interior to the case, were dented.  Fortunately non of the contents was compromised and the pumpking itself was excellent.",4.0,2.0
3591,"Tea was received promptly and in good condition, it has an excellent use by date, so I expect<br />it to be drinkable for some time to come. We are Tea drinkers and buy many different teas; this is not the best Darjeeling we ever bought, but better than most.",4.0,4.0
3592,"These are great gummi candies from the greatest gummi company, Haribo. The red flavor tastes kind of like soap or perfume but all the others are great.",4.0,4.0
3593,"This is an excellent coffee- I love to change coffees periodically, and this is a perfect change up.  Great for french press coffee makers.",4.0,5.0
3594,For the conditioner: This smells really nice and my hair is shiny and soft. As for is it is helping my damaged scalp? I don't think anyone would really be able to tell. I trust the scientific formula the smart guys put in it that it will actually make my scalp healthier. I do really like the scent and how soft and feathery my hair is after using this repeatedly. I also have the shampoo and I used them together for 1 month straight.,4.0,4.0
3595,"Hickory smoked sea salt ""Durango"" has a wonderful aromatic scent and flavor.  There is a strong measure of salt due to the coarse sea salt, but if that is what you are looking for then you will enjoy this.  I would like a little more hickory for the ratio of salt, but I still appreciated this product.  My husband and I use it regularly as do three of our children.",4.0,4.0
3596,"We are pleased with these hot chocolate k cups.  Rich milk chocolate taste, not too strong or too weak, just about right.  A good addition to our k cup collection.",4.0,4.0
3597,"When I really want to give my dogs a treat, I buy Beneful and they do a dance. They eat it like it's dessert, and it certainly seems to do everything that a dog food should. Their health stays good, their eyes bright and their coats dense and shiny. It even smells like something nice and not some kind of old dog-foody smell. I know they say that there are all kinds of good things in there, but mostly, I look at my dogs.",4.0,3.0
3598,These are very tall bottles and after the first time storing the bottle sideways in the fridge a good bit of the very sticky juice leaked out in the fridge.  I tightened the cap and put it back in and it happened again.  So you have to lean it up on an angle.,4.0,3.0
3599,"Working to reduce m my body'd PH, helping to reduce the effects of my psoriasis, using twice a day first in the morning, last at night, mixing with a half a lemon and 10 oz of filtered water, seems to be helping",4.0,5.0
3600,"I don't know if it was me drinking enough water or this Organic Mother's Milk tea, but it worked.<br />I breastfed my daughter for six months, and I consumed two-three cups daily once or three times a week(it's recommended to drink three to five cups daily), and I had one box left, but if you're planning to breastfeed more than six months, 6 packs wouldn't be too much.",4.0,4.0
3601,"This product came in a timely manner.  It came with a nice label in sturdy bag, which seems basic, but I buy a lot of seeds and if they ship in shoddy packaging you get seeds everywhere.  The only complaint I have is that they do not give you the cultivar, but I knew this when I bought it.",4.0,4.0
3602,"I don't drink the stuff, but the kids seem to like it since they would have drank it all if I let them.  Capri sun is always good because it is easy to get the straw in without problems.",4.0,4.0
3603,"I really like this trail mix. It has plenty of yummy healthy goodness. My only complaint is with the way they layered the nuts and raisins. They didn't mix them up very well. It's as though all the raisins are at the top of the bag while the bottom is filled with sunflower seeds. Also, with the bag being so small, you can't really shake it up to get a good mixture. Other than that ... YUM!",4.0,4.0
3604,"My husband tries to stay away from chocolate and this is one of his favorite cookies.  I live in of suburb of Detroit and these cookies cannot be found anywhere.  Looking at Amazon's website being that they are now made in Canada might make it difficult for the local stores to get them.  I was so happy to find them here and bought them right away.  They came quickly, six boxes should last him awhile...I hope.  They are fresh tasting and he says thanks for having them available.",4.0,5.0
3605,This stuff works exactly like all other Nesquiks except if you make it even a little bit too strong it has an unpleasent after taste. So what esle is there to say?,4.0,4.0
3606,"I have dry middle-aged woman hair and have pretty much been using the same hair products for years - never thinking that any other products in this price range would do a better job but I was wrong. Though I am not a fan of the coconut/vanilla scent of this product, it is not overwhelming and is more than made up by the fact that this shampoo actually makes my hair look and feel better. (scalp too!) I would absolutely buy this again and am looking forward to trying the conditioner as well.",4.0,2.0
3607,"I use a very large mug for tea, and after reading some reviews I worried that using two bags would offset the low price. There is no need for two bags. Red tea doesn't contains the tannins that cause bitterness if left to brew too long, so it's fine to leave the bag in the cup. I feel it's perfectly full flavored.<br />I really appreciate Davidsons commitment to organic farming methods, and that is another reason I will continue to buy this tea.",4.0,4.0
3608,This decaf coffee is neither too strong nor too mild. Has a good taste without all the caffeine. I would reccomend it to anyone who doesn't like a strong tasting coffee.,4.0,4.0
3609,I wish they would use xylitol or stevia instead of sugar to make this healthier.<br />It's very delicious and probably healthier than soda though. I would recommend this for an occasional sweet treat. Addictive.,4.0,4.0
3610,"I used these Jelly Beans to help me train for my first marathon.  They taste good and seem to work although I did not seem to get as much of a boost as some of my friends say they have. I would only eat 2-4 at a time so maybe I need to eat a few more to get the full energy boost.<br /><br />I agree with some of the other reviewers in that, although the little bag is resealable, it is still sometimes hard to open while you are jogging/running/walking.<br /><br />Nice product.",4.0,3.0
3611,"I am ordering more as I've rather quickly gone through my package.  If you are like me and like a really smooth light roast, you'll like this coffee.  It could use a little more cinnamon flavor to make it perfect but it is good this way",4.0,4.0
3612,"I got this here last week, its yummy.<br />I soak some in juice overnight and put it in smoothies<br />or mix it with yogurt.",4.0,5.0
